date,user_loc,message,full_name,country,country_code,geo_code,tidy_tweet,tokens,no_keywords,predictions,word count,neg_scores,neu_scores,pos_scores,compound_scores,latitude,longitude,address,city,City_Nation_Country,nation
2020-01-14 20:40:02,"Glasgow, Scotland","Oh god, here we go, we’re about to have the legitimacy and sovereignty arguments all over again about #indyref2. Th… https://t.co/bCWfxjZNbW","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",god legitimaci sovereignti argument,"['god', 'legitimacy', 'sovereignty', 'arguments']","['god', 'legitimacy', 'sovereignty', 'arguments']",1,21,0.379,0.303,0.318,-0.1027,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 20:55:17,,"@AATG57 It's not ""ScotNats"" you should be worried about it's @BorisJohnson who has guaranteed Scottish independence… https://t.co/Vn2jftDGwj","Exeter, England",United Kingdom,GB,"[-3.514876, 50.72094]",scotnat worri guarante scottish independ,"['scotnats', 'worried', 'guaranteed', 'scottish', 'independence']","['scotnats', 'worried', 'guaranteed']",0,17,0.0,1.0,0.0,0.0,50.72094,-3.514876,"Hensleigh House, 58 Magdalen Rd, Exeter EX2 4TL, UK",Exeter,"['Exeter', 'England', 'United Kingdom']",England
2020-01-14 21:00:00,Cheshire,Scottish independence: Johnson rejects Sturgeon's indyref2 demand https://t.co/KQJP6jBMzQ,"Manchester, England",United Kingdom,GB,"[-2.23348, 53.456953]",scottish independ johnson reject sturgeon indyref demand,"['scottish', 'independence', 'johnson', 'rejects', 'sturgeon', 'indyref', 'demand']","['johnson', 'rejects', 'sturgeon', 'demand']",0,8,0.457,0.5429999999999999,0.0,-0.4939,53.456953,-2.23348,"44 Haydn Ave, Manchester M14 4DL, UK",Manchester,"['Manchester', 'England', 'United Kingdom']",England
2020-01-14 21:07:59,Edinburgh ,"That’s 2/3rds of a whole country 🏴󠁧󠁢󠁳󠁣󠁴󠁿 you’re suggesting keep quiet. 

We’re marching on the Scottish Parliament… https://t.co/rMsbk3oOlz","Edinburgh, Scotland",United Kingdom,GB,"[-3.203008, 55.943196]",rd whole countri suggest keep quiet march scottish parliament,"['rds', 'whole', 'country', 'suggesting', 'keep', 'quiet', 'marching', 'scottish', 'parliament']","['rds', 'whole', 'country', 'suggesting', 'keep', 'quiet', 'marching', 'parliament']",0,18,0.0,1.0,0.0,0.0,55.943196,-3.203008,"7 Brougham St, Edinburgh EH3 9JS, UK",Edinburgh,"['Edinburgh', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 21:17:20,Orkney,"If Pete Wishart’s ridiculous hyperbole and blatant misinformation on @BBCScotNine is anything to go by, the SNP are… https://t.co/4YrnxYq4PU","Edinburgh, Scotland",United Kingdom,GB,"[-3.203008, 55.943196]",pete wishart ridicul hyperbol blatant misinform anyth snp,"['pete', 'wishart', 'ridiculous', 'hyperbole', 'blatant', 'misinformation', 'anything', 'snp']","['pete', 'wishart', 'ridiculous', 'hyperbole', 'blatant', 'misinformation', 'anything', 'snp']",1,19,0.0,1.0,0.0,0.0,55.943196,-3.203008,"7 Brougham St, Edinburgh EH3 9JS, UK",Edinburgh,"['Edinburgh', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 21:50:02,"Glasgow, Scotland",Tory Denial of Democracy Demands SNP Action – IndyRef2 Must Be Called: https://t.co/TmXYknsofK via @SputnikInt,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",tori denial democraci demand snp action indyref must call via,"['tory', 'denial', 'democracy', 'demands', 'snp', 'action', 'indyref', 'must', 'called', 'via']","['tory', 'denial', 'democracy', 'demands', 'snp', 'action', 'must', 'called', 'via']",0,15,0.14300000000000002,0.857,0.0,-0.128,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 21:56:19,"Glasgow, Scotland","#BREAKING Well should They? 
#BorisJohnson &amp; #Brexit bring #AUOB &amp; #indyref2 supporter to ask 👇. Personally, it may… https://t.co/k6ux0texU0","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",well bring support ask person may,"['well', 'bring', 'supporter', 'ask', 'personally', 'may']","['well', 'bring', 'supporter', 'ask', 'personally', 'may']",1,19,0.0,0.455,0.545,0.5859,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 22:06:41,"Bathgate, Scotland, UK",@buckethead1985 @JamesMacEachern @edglasgow59 @Scotland__UK @73henny @ColinMair3 @mstewart_23 @Shieldonq @theSNP Un… https://t.co/fHh2VXELW3,"Seafield, Scotland",United Kingdom,GB,"[-3.590534, 55.877477]",,[],[],1,11,0.0,0.0,0.0,0.0,55.877477,-3.590534,"6 Cousland Terrace, Seafield, Bathgate EH47 7AT, UK",Bathgate,"['Bathgate', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 22:07:49,Wylam,"Obviously as Scotland voted in our referendum,  all of UK should vote in any Scottish independence vote. https://t.co/CEwmquizFO","East Midlands, England",United Kingdom,GB,"[-0.838055, 52.796791]",obvious scotland vote referendum vote scottish independ vote,"['obviously', 'scotland', 'voted', 'referendum', 'vote', 'scottish', 'independence', 'vote']","['obviously', 'voted', 'referendum', 'vote', 'vote']",0,18,0.0,1.0,0.0,0.0,52.796791,-0.838055,"A607, Melton Mowbray LE14, UK",Melton Mowbray,"['Melton Mowbray', 'England', 'United Kingdom']",England
2020-01-14 22:26:37,,Boris you need to be careful of that sturgeon person..? She’s a dirty person the question I ask is why is she SO in… https://t.co/GAs5udBzgW,"Gamlingay, England",United Kingdom,GB,"[-0.192591, 52.154894]",bori need care sturgeon person dirti person question ask,"['boris', 'need', 'careful', 'sturgeon', 'person', 'dirty', 'person', 'question', 'ask']","['boris', 'need', 'careful', 'sturgeon', 'person', 'dirty', 'person', 'question', 'ask']",1,25,0.0,0.7140000000000001,0.28600000000000003,0.4939,52.154894,-0.192591,"9 Mill St, Gamlingay, Sandy SG19 3JW, UK",Sandy,"['Sandy', 'England', 'United Kingdom']",England
2020-01-14 22:38:28,Scotland ,"@pmk1967 @rossamc @Ianblackford_MP I’m not an SNP politician, it’s not my position to comment. Those questions woul… https://t.co/Gp1IH9d1zB","Scotland, United Kingdom",United Kingdom,GB,"[-4.200441, 57.739454]",snp politician posit comment question woul,"['snp', 'politician', 'position', 'comment', 'questions', 'woul']","['snp', 'politician', 'position', 'comment', 'questions', 'woul']",0,18,0.0,1.0,0.0,0.0,57.739454,-4.200441,"Unnamed Road, Invergordon IV18 0PF, UK",Invergordon,"['Invergordon', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 22:41:10,"Stirling, Scotland","We need to convince our fellow Scots, and beyond, of the merits of Scottish independence. That’s always been the ta… https://t.co/iqlwHWDrvU","Stirling, Scotland",United Kingdom,GB,"[-3.933591, 56.107648]",need convinc fellow scot beyond merit scottish independ alway,"['need', 'convince', 'fellow', 'scots', 'beyond', 'merits', 'scottish', 'independence', 'always']","['need', 'convince', 'fellow', 'scots', 'beyond', 'merits', 'always']",0,21,0.0,0.741,0.259,0.4215,56.107648,-3.933591,"12 Livilands Ct, Stirling FK8 2BE, UK",Stirling,"['Stirling', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 22:44:39,"Glasgow, Scotland.",We need direct action. We can't wait on the Tories to let us have a referendum. I'm minded to take the protest to L… https://t.co/riCAB6KE8e,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",need direct action wait tori let referendum mind take protest,"['need', 'direct', 'action', 'wait', 'tories', 'let', 'referendum', 'minded', 'take', 'protest']","['need', 'direct', 'action', 'wait', 'tories', 'let', 'referendum', 'minded', 'take', 'protest']",0,25,0.182,0.818,0.0,-0.25,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 22:52:09,Orkney,"Remarkable @ScotlandTonight interview by @STVColin with Mike Russell. Bluff, bluster and utter nonsense from Mr Rus… https://t.co/iZzKLtxHfa","Edinburgh, Scotland",United Kingdom,GB,"[-3.203008, 55.943196]",remark interview mike russel bluff bluster utter nonsens ru,"['remarkable', 'interview', 'mike', 'russell', 'bluff', 'bluster', 'utter', 'nonsense', 'rus']","['remarkable', 'interview', 'mike', 'russell', 'bluff', 'bluster', 'utter', 'nonsense', 'rus']",1,17,0.0,1.0,0.0,0.0,55.943196,-3.203008,"7 Brougham St, Edinburgh EH3 9JS, UK",Edinburgh,"['Edinburgh', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 22:52:24,"Scotland, United Kingdom",Pamela Nash reeling out same rubbish about election.  Labour actively canvassed Yes voters.  It’s not simply 45% fo… https://t.co/glsUfRkIMK,"Scotland, United Kingdom",United Kingdom,GB,"[-4.200441, 57.739454]",pamela nash reel rubbish elect labour activ canvass ye voter simpli,"['pamela', 'nash', 'reeling', 'rubbish', 'election', 'labour', 'actively', 'canvassed', 'yes', 'voters', 'simply']","['pamela', 'nash', 'reeling', 'rubbish', 'election', 'labour', 'actively', 'canvassed', 'yes', 'voters', 'simply']",0,19,0.0,1.0,0.0,0.0,57.739454,-4.200441,"Unnamed Road, Invergordon IV18 0PF, UK",Invergordon,"['Invergordon', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 23:00:50,"Scotland, United Kingdom",@jessphillips using the 45% argument once again to say no mandate. Her own party canvassed Yes voters to say it was… https://t.co/Ds3B55RvRW,"Scotland, United Kingdom",United Kingdom,GB,"[-4.200441, 57.739454]",use argument say mandat parti canvass ye voter say,"['using', 'argument', 'say', 'mandate', 'party', 'canvassed', 'yes', 'voters', 'say']","['using', 'argument', 'say', 'mandate', 'party', 'canvassed', 'yes', 'voters', 'say']",0,22,0.238,0.762,0.0,-0.3612,57.739454,-4.200441,"Unnamed Road, Invergordon IV18 0PF, UK",Invergordon,"['Invergordon', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 23:08:29,,@IsobelWaller @jessphillips @theSNP I taught youngsters with Additional Support Needs for 25 years. Just one of the… https://t.co/zDyQj97CAg,"Exeter, England",United Kingdom,GB,"[-3.514876, 50.72094]",taught youngster addit support need year one,"['taught', 'youngsters', 'additional', 'support', 'needs', 'years', 'one']","['taught', 'youngsters', 'additional', 'support', 'needs', 'years', 'one']",0,18,0.0,0.69,0.31,0.4019,50.72094,-3.514876,"Hensleigh House, 58 Magdalen Rd, Exeter EX2 4TL, UK",Exeter,"['Exeter', 'England', 'United Kingdom']",England
2020-01-14 23:16:19,"Scotland, United Kingdom","Don’t let anyone claim that 45% vote at GE means no mandate for #indyref2
Labour canvases Yessers that it was ok to… https://t.co/FoqQeeOtxd","Scotland, United Kingdom",United Kingdom,GB,"[-4.200441, 57.739454]",let anyon claim vote mean mandat labour canvas yesser,"['let', 'anyone', 'claim', 'vote', 'means', 'mandate', 'labour', 'canvases', 'yessers']","['let', 'anyone', 'claim', 'vote', 'means', 'mandate', 'labour', 'canvases', 'yessers']",0,23,0.0,1.0,0.0,0.0,57.739454,-4.200441,"Unnamed Road, Invergordon IV18 0PF, UK",Invergordon,"['Invergordon', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 23:17:25,South East London,"I don't have a strong view about Scottish Independence, but it's hard to argue that #Scotland being dragged out of… https://t.co/MpLTq5u9xl","London, England",United Kingdom,GB,"[-0.088161, 51.489263]",strong view scottish independ hard argu drag,"['strong', 'view', 'scottish', 'independence', 'hard', 'argue', 'dragged']","['strong', 'view', 'hard', 'argue', 'dragged']",0,21,0.311,0.377,0.311,0.25,51.489263,-0.088161,"11 Northchurch, London SE17 2SD, UK",London,"['London', 'England', 'United Kingdom']",England
2020-01-14 23:31:29,"Scotland, United Kingdom","With Labour promising an #indyref2 at the GE19, the mandate for it had 65% of the vote. @nickeardleybbc… https://t.co/8NX2Rr20lv","Scotland, United Kingdom",United Kingdom,GB,"[-4.200441, 57.739454]",labour promis ge mandat vote,"['labour', 'promising', 'ge', 'mandate', 'vote']","['labour', 'promising', 'ge', 'mandate', 'vote']",0,19,0.0,1.0,0.0,0.0,57.739454,-4.200441,"Unnamed Road, Invergordon IV18 0PF, UK",Invergordon,"['Invergordon', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 23:40:38,"Barcelona, España","@adechapmanlaw I’d never have conceived that I’d be supportive of Scottish independence, complete Unionist through… https://t.co/hiManoqNUk","Mataró, Spain",Spain,ES,"[2.451309, 41.549849]",never conceiv support scottish independ complet unionist,"['never', 'conceived', 'supportive', 'scottish', 'independence', 'complete', 'unionist']","['never', 'conceived', 'supportive', 'complete', 'unionist']",1,16,0.273,0.727,0.0,-0.3089,41.549849,2.451309,"Ronda Rafael Estrany, 17, 08304 Mataró, Barcelona, Spain",,"[None, 'Catalunya', 'Spain']",Catalunya
2020-01-14 23:43:54,,@AlexanderMcMil1 One of my best friends was a Rangers fan he died in 2019 for me &amp; obviously for his family he was… https://t.co/vHwjWqWQaO,"Exeter, England",United Kingdom,GB,"[-3.514876, 50.72094]",one best friend ranger fan die obvious famili,"['one', 'best', 'friends', 'rangers', 'fan', 'died', 'obviously', 'family']","['one', 'best', 'friends', 'rangers', 'fan', 'died', 'obviously', 'family']",0,24,0.222,0.227,0.551,0.7003,50.72094,-3.514876,"Hensleigh House, 58 Magdalen Rd, Exeter EX2 4TL, UK",Exeter,"['Exeter', 'England', 'United Kingdom']",England
2020-01-14 23:45:48,,@derekjames150 A united Ireland  Scottish independence and a large increase in FDI in both,"Waterford, Ireland",Ireland,IE,"[-7.556151, 52.150999]",unit ireland scottish independ larg increas fdi,"['united', 'ireland', 'scottish', 'independence', 'large', 'increase', 'fdi']","['united', 'ireland', 'large', 'increase', 'fdi']",1,14,0.0,1.0,0.0,0.0,52.150999,-7.556151,"Unnamed Road, Co. Waterford, Ireland",,"[None, 'County Waterford', 'Ireland']",County Waterford
2020-01-14 23:48:13,Glasgow,I’m beginning to feel that this ‘voluntary’ union of the UK is now more of a hostage situation. If you don’t want i… https://t.co/zTYRvMwOVW,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",begin feel voluntari union hostag situat want,"['beginning', 'feel', 'voluntary', 'union', 'hostage', 'situation', 'want']","['beginning', 'feel', 'voluntary', 'union', 'hostage', 'situation', 'want']",0,24,0.0,0.8220000000000001,0.17800000000000002,0.0772,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-14 23:49:11,Edinburgh UK,@BorisJohnson so you’re a dictator not a PM??? @NicolaSturgeon @STVNews @afneil @BBCNews #indyref2 ASAP,"Victoria, Australia",Australia,AU,"[145.46918, -36.569808]",dictat asap,"['dictator', 'asap']","['dictator', 'asap']",0,14,0.0,1.0,0.0,0.0,-36.569808,145.46918,"Lowry Ln, Miepoll VIC 3666, Australia",,"[None, 'Victoria', 'Australia']",Victoria
2020-01-14 23:53:35,"Hamilton, Scotland","@Hjalmar_063 @HistoryVikings Some's it up so far,gutted wis 2 a my favourite's,it's in oor DNA,just git the sword's… https://t.co/HSBqP7BlOS","Hamilton, Scotland",United Kingdom,GB,"[-4.066228, 55.778186]",far gut wi favourit oor dna git sword,"['far', 'gutted', 'wis', 'favourite', 'oor', 'dna', 'git', 'sword']","['far', 'gutted', 'wis', 'favourite', 'oor', 'dna', 'git', 'sword']",1,19,0.0,1.0,0.0,0.0,55.778186,-4.066228,"2 Rosslyn Ct, Hamilton ML3 9EF, UK",Hamilton,"['Hamilton', 'Scotland', 'United Kingdom']",Scotland
2020-01-15 00:09:12,,So love this man for delivering Scottish Independence! https://t.co/coOoad1Eob,"Exeter, England",United Kingdom,GB,"[-3.514876, 50.72094]",love man deliv scottish independ,"['love', 'man', 'delivering', 'scottish', 'independence']","['love', 'man', 'delivering']",1,9,0.0,0.488,0.512,0.6369,50.72094,-3.514876,"Hensleigh House, 58 Magdalen Rd, Exeter EX2 4TL, UK",Exeter,"['Exeter', 'England', 'United Kingdom']",England
2020-01-15 00:22:48,"Scotland, United Kingdom",@RevStu @cairnstoon can’t understand why This argument isn’t being put forward. There is an obvious response to opp… https://t.co/M95OasnpTM,"Ratho, Scotland",United Kingdom,GB,"[-3.380501, 55.922756]",understand argument put forward obviou respons opp,"['understand', 'argument', 'put', 'forward', 'obvious', 'response', 'opp']","['understand', 'argument', 'put', 'forward', 'obvious', 'response', 'opp']",0,19,0.294,0.706,0.0,-0.3612,55.922756,-3.380501,"1 Baird Rd, Ratho, Newbridge EH28 8RU, UK",Newbridge,"['Newbridge', 'Scotland', 'United Kingdom']",Scotland
2020-01-15 00:31:13,Winnipeg,"So Scotland should just declare independence. Have the recently elected mps sit in Edinburgh and ignore London. 

B… https://t.co/pUhyVv7jAM","Winnipeg, Manitoba",Canada,CA,"[-97.152676, 49.853806]",scotland declar independ recent elect mp sit edinburgh ignor london,"['scotland', 'declare', 'independence', 'recently', 'elected', 'mps', 'sit', 'edinburgh', 'ignore', 'london']","['declare', 'recently', 'elected', 'mps', 'sit', 'edinburgh', 'ignore', 'london']",0,19,0.0,1.0,0.0,0.0,49.853806,-97.152676,"882 Pembina Hwy, Winnipeg, MB, Canada",,"[None, 'Manitoba', 'Canada']",Manitoba
2020-01-15 00:45:07,Edinburgh,Widow cranky without the y ..an advert for Scottish Independence 👇🏻 https://t.co/iuY8ZEDdgS,"Edinburgh, Scotland",United Kingdom,GB,"[-3.203008, 55.943196]",widow cranki without advert scottish independ,"['widow', 'cranky', 'without', 'advert', 'scottish', 'independence']","['widow', 'cranky', 'without', 'advert']",1,12,0.0,1.0,0.0,0.0,55.943196,-3.203008,"7 Brougham St, Edinburgh EH3 9JS, UK",Edinburgh,"['Edinburgh', 'Scotland', 'United Kingdom']",Scotland
2020-01-15 00:58:48,World,"Note. No use of #FirstMinister, and dismissive. Now what @theSNP, #AUOB and @NicolaSturgeon ? We have two issues. L… https://t.co/8YH7EWLMO5","Cinco Ranch, TX",United States,US,"[-95.778711, 29.721989]",note use dismiss two issu,"['note', 'use', 'dismissive', 'two', 'issues']","['note', 'use', 'dismissive', 'two', 'issues']",1,20,0.0,1.0,0.0,0.0,29.721989,-95.778711,"3650 Hollow Trace Ln, Katy, TX 77494, USA",,"[None, 'Texas', 'United States']",Texas
2020-01-15 05:41:54,World,@BjCruickshank @mgoldenmsp They are increasing our numbers until it cracks! Hopefully peacefully! #Indyref2 might n… https://t.co/fv8Dok9fel,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",increas number crack hope peac might,"['increasing', 'numbers', 'cracks', 'hopefully', 'peacefully', 'might']","['increasing', 'numbers', 'cracks', 'hopefully', 'peacefully', 'might']",0,16,0.0,0.488,0.512,0.4939,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-15 06:37:21,World,"Decided to listen to #BBCScotlandshire this morning, a mistake! Scotland is denied democracy: independent radio, TV… https://t.co/BTcAnWvbCL","Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",decid listen morn mistak scotland deni democraci independ radio,"['decided', 'listen', 'morning', 'mistake', 'scotland', 'denied', 'democracy', 'independent', 'radio']","['decided', 'listen', 'morning', 'mistake', 'denied', 'democracy', 'independent', 'radio']",0,17,0.0,1.0,0.0,0.0,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-15 06:45:54,Dunstable,@BBCBreakfast just watching the latest report about #indyref2 and would love to know how Kirsty Blackman believes t… https://t.co/6Ww3nhqaI5,"Beeston, England",United Kingdom,GB,"[-1.230158, 52.924444]",watch latest report would love know kirsti blackman believ,"['watching', 'latest', 'report', 'would', 'love', 'know', 'kirsty', 'blackman', 'believes']","['watching', 'latest', 'report', 'would', 'love', 'know', 'kirsty', 'blackman', 'believes']",1,19,0.0,0.6559999999999999,0.344,0.6369,52.924444,-1.230158,"3 Sutton Grove, Beeston, Nottingham NG9 4DW, UK",Nottingham,"['Nottingham', 'England', 'United Kingdom']",England
2020-01-15 07:14:04,Scotland,"@BBCGaryR @Douglas4Moray Hopefully these points are put to Douglas.

1 - Material change in circumstance, repeated… https://t.co/hTfIjhHhho","Scotland, United Kingdom",United Kingdom,GB,"[-4.200441, 57.739454]",hope point put dougla materi chang circumst repeat,"['hopefully', 'points', 'put', 'douglas', 'material', 'change', 'circumstance', 'repeated']","['hopefully', 'points', 'put', 'douglas', 'material', 'change', 'circumstance', 'repeated']",0,17,0.0,0.7070000000000001,0.293,0.4404,57.739454,-4.200441,"Unnamed Road, Invergordon IV18 0PF, UK",Invergordon,"['Invergordon', 'Scotland', 'United Kingdom']",Scotland
2020-01-15 07:24:01,"Birmingham, Ayr or Edinburgh",Analysis: Boris rejects indyref2 ­– what happens now? https://t.co/XdomfR5N6u,"Birmingham, England",United Kingdom,GB,"[-1.89064, 52.493966]",analysi bori reject indyref happen,"['analysis', 'boris', 'rejects', 'indyref', 'happens']","['analysis', 'boris', 'rejects', 'happens']",1,9,0.403,0.597,0.0,-0.4019,52.493966,-1.89064,"44 Bracebridge St, Birmingham B6 4PE, UK",Birmingham,"['Birmingham', 'England', 'United Kingdom']",England
2020-01-15 07:26:08,,"Scotland will choose hope over hate, democracy over demagoguery, independence over subservience.  #SaorAlba… https://t.co/gd3peqdYa9","Edinburg, TX",United States,US,"[-98.152419, 26.347526]",scotland choos hope hate democraci demagogueri independ subservi,"['scotland', 'choose', 'hope', 'hate', 'democracy', 'demagoguery', 'independence', 'subservience']","['choose', 'hope', 'hate', 'democracy', 'demagoguery', 'subservience']",1,14,0.294,0.476,0.23,-0.2023,26.347526,-98.152419,"4315 N Denkhaus Blvd, Edinburg, TX 78541, USA",,"[None, 'Texas', 'United States']",Texas
2020-01-15 07:42:08,Ayrshire,"#Brexit: Westminster to have power to overrule Scottish Parliament
Government to punish #Scotland in power grab!
De… https://t.co/FDzYuO4evr","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",westminst power overrul scottish parliament govern punish power grab,"['westminster', 'power', 'overrule', 'scottish', 'parliament', 'government', 'punish', 'power', 'grab']","['westminster', 'power', 'overrule', 'parliament', 'government', 'punish', 'power', 'grab']",0,18,0.298,0.7020000000000001,0.0,-0.5267,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-15 07:42:29,Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿,@jessphillips The people in this photograph were not voting Conservative before 2014. Can you guess (based on your… https://t.co/hdo8afDVvJ,"Burntisland, Scotland",United Kingdom,GB,"[-3.23329, 56.06222]",peopl photograph vote conserv guess base,"['people', 'photograph', 'voting', 'conservative', 'guess', 'based']","['people', 'photograph', 'voting', 'conservative', 'guess', 'based']",0,19,0.0,1.0,0.0,0.0,56.06222,-3.23329,"58 Broomhill Ave, Burntisland KY3 0BP, UK",Burntisland,"['Burntisland', 'Scotland', 'United Kingdom']",Scotland
2020-01-15 08:07:28,Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿,@kathiebennett A cursory look at labour’s electoral results in Scotland since 2014 would have been a red flag for a… https://t.co/DUWGXU86fm,"Burntisland, Scotland",United Kingdom,GB,"[-3.23329, 56.06222]",cursori look labour elector result scotland sinc would red flag,"['cursory', 'look', 'labour', 'electoral', 'results', 'scotland', 'since', 'would', 'red', 'flag']","['cursory', 'look', 'labour', 'electoral', 'results', 'since', 'would', 'red', 'flag']",0,21,0.0,1.0,0.0,0.0,56.06222,-3.23329,"58 Broomhill Ave, Burntisland KY3 0BP, UK",Burntisland,"['Burntisland', 'Scotland', 'United Kingdom']",Scotland
2020-01-15 08:16:20,Scotland,"Credit to @BBCGaryR, two good interviews with @Feorlean and @Douglas4Moray regarding Scotland's democratic right to… https://t.co/t1km5lW3SK","Edinburgh, Scotland",United Kingdom,GB,"[-3.203008, 55.943196]",credit two good interview regard scotland democrat right,"['credit', 'two', 'good', 'interviews', 'regarding', 'scotland', 'democratic', 'right']","['credit', 'two', 'good', 'interviews', 'regarding', 'democratic', 'right']",1,16,0.0,0.522,0.478,0.6705,55.943196,-3.203008,"7 Brougham St, Edinburgh EH3 9JS, UK",Edinburgh,"['Edinburgh', 'Scotland', 'United Kingdom']",Scotland
2020-01-15 08:17:07,"Glasgow, Scotland",I signed this ages ago. If you haven’t signed it and you are in favour of an #indyref2  please read and sign. 👇👇👇 https://t.co/KBaxQ10WF2,"Valencia, Spain",Spain,ES,"[-0.352529, 39.422484]",sign age ago sign favour pleas read sign,"['signed', 'ages', 'ago', 'signed', 'favour', 'please', 'read', 'sign']","['signed', 'ages', 'ago', 'signed', 'favour', 'please', 'read', 'sign']",1,24,0.0,0.7070000000000001,0.293,0.4404,39.422484,-0.352529,"CV-401, 283, 46013 València, Valencia, Spain",,"[None, 'Comunidad Valenciana', 'Spain']",Comunidad Valenciana
2020-01-15 08:17:38,Orkney,Dreadful interview for SNP’s Mike Russell on #bbcgms as his rhetorical #indyref2 fiction is countered with hard facts.,"Edinburgh, Scotland",United Kingdom,GB,"[-3.203008, 55.943196]",dread interview snp mike russel rhetor fiction counter hard fact,"['dreadful', 'interview', 'snp', 'mike', 'russell', 'rhetorical', 'fiction', 'countered', 'hard', 'facts']","['dreadful', 'interview', 'snp', 'mike', 'russell', 'rhetorical', 'fiction', 'countered', 'hard', 'facts']",0,18,0.355,0.645,0.0,-0.5267,55.943196,-3.203008,"7 Brougham St, Edinburgh EH3 9JS, UK",Edinburgh,"['Edinburgh', 'Scotland', 'United Kingdom']",Scotland
2020-01-15 08:37:56,"Glasgow, Scotland",He can change his mind. Folk do as we know. So he - and Tory cronies - should recognise that a lot of those who vot… https://t.co/Wc3F7umCo8,"Valencia, Spain",Spain,ES,"[-0.352529, 39.422484]",chang mind folk know tori croni recognis lot vot,"['change', 'mind', 'folk', 'know', 'tory', 'cronies', 'recognise', 'lot', 'vot']","['change', 'mind', 'folk', 'know', 'tory', 'cronies', 'recognise', 'lot', 'vot']",1,27,0.0,1.0,0.0,0.0,39.422484,-0.352529,"CV-401, 283, 46013 València, Valencia, Spain",,"[None, 'Comunidad Valenciana', 'Spain']",Comunidad Valenciana
2020-01-15 08:54:07,"Pimlico Village, London",An important view on the international legal perspective on Scottish independence. #ScottishIndependence #Scotland… https://t.co/qvwtJYzUyV,"London, England",United Kingdom,GB,"[-0.148936, 51.500092]",import view intern legal perspect scottish independ,"['important', 'view', 'international', 'legal', 'perspective', 'scottish', 'independence']","['important', 'view', 'international', 'legal', 'perspective']",1,14,0.0,0.8,0.2,0.128,51.500092,-0.148936,"21 Grosvenor Pl, Belgravia, London SW1X 7EA, UK",London,"['London', 'England', 'United Kingdom']",England
2020-01-15 09:12:16,"Scotland, United Kingdom",@murdo_fraser @blairmcdougall two peas in a pod. #bettertogether Labour and Tories as one. #indyref2 https://t.co/83TX4WiQLZ,"Ratho, Scotland",United Kingdom,GB,"[-3.380501, 55.922756]",two pea pod labour tori one,"['two', 'peas', 'pod', 'labour', 'tories', 'one']","['two', 'peas', 'pod', 'labour', 'tories', 'one']",0,15,0.0,1.0,0.0,0.0,55.922756,-3.380501,"1 Baird Rd, Ratho, Newbridge EH28 8RU, UK",Newbridge,"['Newbridge', 'Scotland', 'United Kingdom']",Scotland
